0,0.0,0.0,0.0,1.0,0.0,5849.0,0.0,146.41216216216216,360.0,1.0,0.0,Y
1,0.0,1.0,1.0,1.0,0.0,4583.0,1508.0,128.0,360.0,1.0,1.0,N
2,0.0,1.0,0.0,1.0,1.0,3000.0,0.0,66.0,360.0,1.0,0.0,Y
3,0.0,1.0,0.0,0.0,0.0,2583.0,2358.0,120.0,360.0,1.0,0.0,Y
4,0.0,0.0,0.0,1.0,0.0,6000.0,0.0,141.0,360.0,1.0,0.0,Y
5,0.0,1.0,2.0,1.0,1.0,5417.0,4196.0,267.0,360.0,1.0,0.0,Y
6,0.0,1.0,0.0,0.0,0.0,2333.0,1516.0,95.0,360.0,1.0,0.0,Y
7,0.0,1.0,3.0,1.0,0.0,3036.0,2504.0,158.0,360.0,0.0,2.0,N
8,0.0,1.0,2.0,1.0,0.0,4006.0,1526.0,168.0,360.0,1.0,0.0,Y
9,0.0,1.0,1.0,1.0,0.0,12841.0,10968.0,349.0,360.0,1.0,2.0,N
10,0.0,1.0,2.0,1.0,0.0,3200.0,700.0,70.0,360.0,1.0,0.0,Y
12,0.0,1.0,2.0,1.0,0.0,3073.0,8106.0,200.0,360.0,1.0,0.0,Y
13,0.0,0.0,0.0,1.0,0.0,1853.0,2840.0,114.0,360.0,1.0,1.0,N
14,0.0,1.0,2.0,1.0,0.0,1299.0,1086.0,17.0,120.0,1.0,0.0,Y
15,0.0,0.0,0.0,1.0,0.0,4950.0,0.0,125.0,360.0,1.0,0.0,Y
16,0.0,0.0,1.0,0.0,0.0,3596.0,0.0,100.0,240.0,0.8421985815602837,0.0,Y
17,1.0,0.0,0.0,1.0,0.0,3510.0,0.0,76.0,360.0,0.0,0.0,N
18,0.0,1.0,0.0,0.0,0.0,4887.0,0.0,133.0,360.0,1.0,1.0,N
20,0.0,1.0,0.0,0.0,0.0,7660.0,0.0,104.0,360.0,0.0,0.0,N
21,0.0,1.0,1.0,1.0,0.0,5955.0,5625.0,315.0,360.0,1.0,0.0,Y
22,0.0,1.0,0.0,0.0,0.0,2600.0,1911.0,116.0,360.0,0.0,2.0,N
25,0.0,1.0,0.0,1.0,1.0,9560.0,0.0,191.0,360.0,1.0,2.0,Y
26,0.0,1.0,0.0,1.0,0.0,2799.0,2253.0,122.0,360.0,1.0,2.0,Y
27,0.0,1.0,2.0,0.0,0.0,4226.0,1040.0,110.0,360.0,1.0,0.0,Y
28,0.0,0.0,0.0,0.0,0.0,1442.0,0.0,35.0,360.0,1.0,0.0,N
31,0.0,0.0,0.0,1.0,0.0,3167.0,0.0,74.0,360.0,1.0,0.0,N
32,0.0,0.0,1.0,1.0,1.0,4692.0,0.0,106.0,360.0,1.0,1.0,N
33,0.0,1.0,0.0,1.0,0.0,3500.0,1667.0,114.0,360.0,1.0,2.0,Y
34,0.0,0.0,3.0,1.0,0.0,12500.0,3000.0,320.0,360.0,1.0,1.0,N
35,0.0,1.0,0.0,1.0,0.0,2275.0,2067.0,146.41216216216216,360.0,1.0,0.0,Y
36,0.0,1.0,0.0,1.0,0.0,1828.0,1330.0,100.0,342.0,0.0,0.0,N
37,1.0,1.0,0.0,1.0,0.0,3667.0,1459.0,144.0,360.0,1.0,2.0,Y
38,0.0,0.0,0.0,1.0,0.0,4166.0,7210.0,184.0,360.0,1.0,0.0,Y
39,0.0,0.0,0.0,0.0,0.0,3748.0,1668.0,110.0,360.0,1.0,2.0,Y
40,0.0,0.0,0.0,1.0,0.0,3600.0,0.0,80.0,360.0,1.0,0.0,N
41,0.0,0.0,0.0,1.0,0.0,1800.0,1213.0,47.0,360.0,1.0,0.0,Y
42,0.0,1.0,0.0,1.0,0.0,2400.0,0.0,75.0,360.0,0.8421985815602837,0.0,Y
43,0.0,1.0,0.0,1.0,0.0,3941.0,2336.0,134.0,360.0,1.0,2.0,Y
44,0.0,1.0,0.0,0.0,1.0,4695.0,0.0,96.0,342.0,1.0,0.0,Y
45,1.0,0.0,0.0,1.0,0.0,3410.0,0.0,88.0,342.0,1.0,0.0,Y
46,0.0,1.0,1.0,1.0,0.0,5649.0,0.0,44.0,360.0,1.0,0.0,Y
47,0.0,1.0,0.0,1.0,0.0,5821.0,0.0,144.0,360.0,1.0,0.0,Y
48,1.0,1.0,0.0,1.0,0.0,2645.0,3440.0,120.0,360.0,0.0,0.0,N
49,1.0,0.0,0.0,1.0,0.0,4000.0,2275.0,144.0,360.0,1.0,2.0,Y
50,1.0,1.0,0.0,0.0,0.0,1928.0,1644.0,100.0,360.0,1.0,2.0,Y
51,1.0,0.0,0.0,1.0,0.0,3086.0,0.0,120.0,360.0,1.0,2.0,Y
52,1.0,0.0,0.0,1.0,0.0,4230.0,0.0,112.0,360.0,1.0,2.0,N
53,0.0,1.0,2.0,1.0,0.0,4616.0,0.0,134.0,360.0,1.0,0.0,N
54,1.0,1.0,1.0,1.0,1.0,11500.0,0.0,286.0,360.0,0.0,0.0,N
55,0.0,1.0,2.0,1.0,0.0,2708.0,1167.0,97.0,360.0,1.0,2.0,Y
56,0.0,1.0,0.0,1.0,0.0,2132.0,1591.0,96.0,360.0,1.0,2.0,Y
57,0.0,1.0,0.0,1.0,0.0,3366.0,2200.0,135.0,360.0,1.0,1.0,N
58,0.0,1.0,1.0,1.0,0.0,8080.0,2250.0,180.0,360.0,1.0,0.0,Y
59,0.0,1.0,2.0,0.0,0.0,3357.0,2859.0,144.0,360.0,1.0,0.0,Y
60,0.0,1.0,0.0,1.0,0.0,2500.0,3796.0,120.0,360.0,1.0,0.0,Y
61,0.0,1.0,3.0,1.0,0.0,3029.0,0.0,99.0,360.0,1.0,0.0,Y
62,0.0,1.0,0.0,0.0,1.0,2609.0,3449.0,165.0,180.0,0.0,1.0,N
63,0.0,1.0,1.0,1.0,0.0,4945.0,0.0,146.41216216216216,360.0,0.0,1.0,N
64,1.0,0.0,0.0,1.0,0.0,4166.0,0.0,116.0,360.0,0.0,2.0,N
65,0.0,1.0,0.0,1.0,0.0,5726.0,4595.0,258.0,360.0,1.0,2.0,N
66,0.0,0.0,0.0,0.0,0.0,3200.0,2254.0,126.0,180.0,0.0,0.0,N
67,0.0,1.0,1.0,1.0,0.0,10750.0,0.0,312.0,360.0,1.0,0.0,Y
68,0.0,1.0,3.0,0.0,1.0,7100.0,0.0,125.0,60.0,1.0,0.0,Y
69,1.0,0.0,0.0,1.0,0.0,4300.0,0.0,136.0,360.0,0.0,2.0,N
70,0.0,1.0,0.0,1.0,0.0,3208.0,3066.0,172.0,360.0,1.0,0.0,Y
71,0.0,1.0,2.0,0.0,1.0,1875.0,1875.0,97.0,360.0,1.0,2.0,Y
72,0.0,0.0,0.0,1.0,0.0,3500.0,0.0,81.0,300.0,1.0,2.0,Y
73,0.0,1.0,3.0,0.0,0.0,4755.0,0.0,95.0,342.0,0.0,2.0,N
74,0.0,1.0,3.0,1.0,1.0,5266.0,1774.0,187.0,360.0,1.0,2.0,Y
75,0.0,0.0,0.0,1.0,0.0,3750.0,0.0,113.0,480.0,1.0,0.0,N
76,0.0,0.0,0.0,1.0,0.0,3750.0,4750.0,176.0,360.0,1.0,0.0,N
77,0.0,1.0,1.0,1.0,1.0,1000.0,3022.0,110.0,360.0,1.0,0.0,N
78,0.0,1.0,3.0,1.0,0.0,3167.0,4000.0,180.0,300.0,0.0,2.0,N
79,0.0,1.0,3.0,0.0,1.0,3333.0,2166.0,130.0,360.0,0.8421985815602837,2.0,Y
80,1.0,0.0,0.0,1.0,0.0,3846.0,0.0,111.0,360.0,1.0,2.0,Y
81,0.0,1.0,1.0,1.0,1.0,2395.0,0.0,146.41216216216216,360.0,1.0,2.0,Y
82,1.0,1.0,2.0,1.0,0.0,1378.0,1881.0,167.0,360.0,1.0,0.0,N
83,0.0,1.0,0.0,1.0,0.0,6000.0,2250.0,265.0,360.0,0.8421985815602837,2.0,N
84,0.0,1.0,1.0,1.0,0.0,3988.0,0.0,50.0,240.0,1.0,0.0,Y
85,0.0,0.0,0.0,1.0,0.0,2366.0,2531.0,136.0,360.0,1.0,2.0,Y
86,0.0,1.0,2.0,0.0,0.0,3333.0,2000.0,99.0,360.0,0.8421985815602837,2.0,Y
87,0.0,1.0,0.0,1.0,0.0,2500.0,2118.0,104.0,360.0,1.0,2.0,Y
88,0.0,0.0,0.0,1.0,0.0,8566.0,0.0,210.0,360.0,1.0,0.0,Y
89,0.0,1.0,0.0,1.0,0.0,5695.0,4167.0,175.0,360.0,1.0,2.0,Y
90,0.0,1.0,0.0,1.0,0.0,2958.0,2900.0,131.0,360.0,1.0,2.0,Y
91,0.0,1.0,2.0,1.0,0.0,6250.0,5654.0,188.0,180.0,1.0,2.0,Y
92,0.0,1.0,2.0,0.0,0.0,3273.0,1820.0,81.0,360.0,1.0,0.0,Y
93,0.0,0.0,0.0,1.0,0.0,4133.0,0.0,122.0,360.0,1.0,2.0,Y
